"Account","Flag","Date","Payee","Category Group/Category","Category Group","Category","Memo","Outflow","Inflow","Cleared"
"WealthSimple Cash","","25/10/2024","Transfer : Principal","","","","",250.00$,0.00$,"Reconciled"
"WealthSimple Cash","","25/10/2024","Depanneur BT","Dépense Non Obligatoire: ⛽ Gaz","Dépense Non Obligatoire","⛽ Gaz","Split (1/2) ",65.00$,0.00$,"Reconciled"
"WealthSimple Cash","","25/10/2024","Depanneur BT","Dépense Non Obligatoire: 🏪 Dépanneur","Dépense Non Obligatoire","🏪 Dépanneur","Split (2/2) ",109.91$,0.00$,"Reconciled"
"Principal","","25/10/2024","Transfer : WealthSimple Cash","","","","",150.00$,0.00$,"Reconciled"
"WealthSimple Cash","","25/10/2024","Bell","Dépense Obligatoire: 📱 Cellulaire","Dépense Obligatoire","📱 Cellulaire","",104.81$,0.00$,"Reconciled"
"Principal","","25/10/2024","Interac e-Transfer to /Gaston tire /","Dépense Irrégulière:  ❤️ Katherine","Dépense Irrégulière"," ❤️ Katherine","",80.00$,0.00$,"Reconciled"
"WealthSimple Cash","","25/10/2024","Transfer : Principal","","","","",0.00$,150.00$,"Reconciled"
"Principal","","25/10/2024","Transfer : WealthSimple Cash","","","","",0.00$,250.00$,"Reconciled"
"Classique Visa Desjardins","","25/10/2024","Transfer : WealthSimple Cash","","","","",0.00$,383.12$,"Reconciled"
"WealthSimple Cash","","24/10/2024","Gravl","Dépense Irrégulière: Autre Non Credit","Dépense Irrégulière","Autre Non Credit","",14.94$,0.00$,"Reconciled"
"WealthSimple Cash","","23/10/2024","Depanneur Pentecote","Dépense Non Obligatoire: 🏪 Dépanneur","Dépense Non Obligatoire","🏪 Dépanneur","",67.13$,0.00$,"Reconciled"
"WealthSimple Cash","","23/10/2024","Prêt Katherine","Dépense Irrégulière:  ❤️ Katherine","Dépense Irrégulière"," ❤️ Katherine","",50.00$,0.00$,"Reconciled"
"WealthSimple Cash","","23/10/2024","Paye Arbec","Inflow: Ready to Assign","Inflow","Ready to Assign","",0.00$,705.63$,"Reconciled"
"WealthSimple Cash","","21/10/2024","Depanneur BT","Dépense Non Obligatoire: 🏪 Dépanneur","Dépense Non Obligatoire","🏪 Dépanneur","",80.39$,0.00$,"Reconciled"
"Principal","","21/10/2024","Desjardins Financial Security","Dépense Obligatoire: 🏦 Frais Assurance Desjardins","Dépense Obligatoire","🏦 Frais Assurance Desjardins","",15.75$,0.00$,"Reconciled"
"Principal","","21/10/2024","Desjardins Financial Security","Dépense Obligatoire: 🏦 Frais Assurance Desjardins","Dépense Obligatoire","🏦 Frais Assurance Desjardins","",9.95$,0.00$,"Reconciled"
"WealthSimple Cash","","21/10/2024","Emby","Dépense Irrégulière: Autre Non Credit","Dépense Irrégulière","Autre Non Credit","",7.18$,0.00$,"Reconciled"
"WealthSimple Cash","","21/10/2024","Chomage","Inflow: Ready to Assign","Inflow","Ready to Assign","",0.00$,567.00$,"Reconciled"
"WealthSimple Cash","","20/10/2024","Lyfta","Dépense Irrégulière: Autre Non Credit","Dépense Irrégulière","Autre Non Credit","",50.53$,0.00$,"Reconciled"
"WealthSimple Cash","","19/10/2024","Transfer : Fairstone","Hidden Categories: 📂 Fairstone / Fridge","Hidden Categories","📂 Fairstone / Fridge","",169.09$,0.00$,"Reconciled"
"WealthSimple Cash","","19/10/2024","Depanneur BT","Dépense Non Obligatoire: 🏪 Dépanneur","Dépense Non Obligatoire","🏪 Dépanneur","",79.27$,0.00$,"Reconciled"
"WealthSimple Cash","","19/10/2024","AFFIRM CANADA VANCOUVER BC","Dépense Obligatoire: Affirm","Dépense Obligatoire","Affirm","",42.88$,0.00$,"Reconciled"
"Fairstone","","19/10/2024","Transfer : WealthSimple Cash","","","","",0.00$,169.09$,"Uncleared"
"WealthSimple Cash","","18/10/2024","Amazon","Dépense Non Obligatoire: 🛒 Amazon","Dépense Non Obligatoire","🛒 Amazon","",18.59$,0.00$,"Reconciled"
"WealthSimple Cash","","17/10/2024","Maxi Port-Cartier","Dépense Obligatoire: 🍲 Epicerie","Dépense Obligatoire","🍲 Epicerie","",32.82$,0.00$,"Reconciled"
"WealthSimple Cash","","17/10/2024","Purchase /DOLLARAMA # 142","Dépense Irrégulière: Autre Non Credit","Dépense Irrégulière","Autre Non Credit","",31.72$,0.00$,"Reconciled"
"WealthSimple Cash","","17/10/2024","Spred","Dépense Irrégulière: Autre Non Credit","Dépense Irrégulière","Autre Non Credit","",13.83$,0.00$,"Reconciled"
"WealthSimple Cash","","16/10/2024","Transfer : Principal","","","","",50.00$,0.00$,"Reconciled"
"WealthSimple Cash","","16/10/2024","Transfer : Principal","","","","",50.00$,0.00$,"Reconciled"
"Principal","","16/10/2024","Transfer : WealthSimple Cash","","","","",0.00$,50.00$,"Reconciled"
"Principal","","16/10/2024","Transfer : WealthSimple Cash","","","","",0.00$,50.00$,"Reconciled"
"Principal","","15/10/2024","Insurance /Compagnie d assurance","Dépense Obligatoire: 🚗 Assurance Auto","Dépense Obligatoire","🚗 Assurance Auto","",58.56$,0.00$,"Reconciled"
"WealthSimple Cash","","15/10/2024","Depanneur Pentecote","Dépense Non Obligatoire: 🏪 Dépanneur","Dépense Non Obligatoire","🏪 Dépanneur","",26.11$,0.00$,"Reconciled"
"WealthSimple Cash","","15/10/2024","ADOBE INC 4029357733","Abonnement: Adobe","Abonnement","Adobe","",14.94$,0.00$,"Reconciled"
"WealthSimple Cash","","12/10/2024","Purchase /TABAGIE DES ILE","Dépense Non Obligatoire: 🚬 Cigarette","Dépense Non Obligatoire","🚬 Cigarette","",146.55$,0.00$,"Reconciled"
"WealthSimple Cash","","12/10/2024","Purchase /DOLLARAMA # 142","Dépense Irrégulière: Autre Non Credit","Dépense Irrégulière","Autre Non Credit","",72.87$,0.00$,"Reconciled"
"WealthSimple Cash","","11/10/2024","IGA Port-Cartier","Dépense Obligatoire: 🍲 Epicerie","Dépense Obligatoire","🍲 Epicerie","",262.32$,0.00$,"Reconciled"
"WealthSimple Cash","","11/10/2024","Shell Port-Cartier","Dépense Non Obligatoire: 🚬 Cigarette","Dépense Non Obligatoire","🚬 Cigarette","",35.44$,0.00$,"Reconciled"
"WealthSimple Cash","","11/10/2024","MACROFACTOR G.CO/HELPPAY#NS","Dépense Irrégulière: Autre Non Credit","Dépense Irrégulière","Autre Non Credit","",17.24$,0.00$,"Reconciled"
"WealthSimple Cash","","10/10/2024","Depanneur BT","Dépense Non Obligatoire: 🏪 Dépanneur","Dépense Non Obligatoire","🏪 Dépanneur","",65.85$,0.00$,"Reconciled"
"WealthSimple Cash","","10/10/2024","Newegg","Dépense Irrégulière: Autre Non Credit","Dépense Irrégulière","Autre Non Credit","",25.99$,0.00$,"Reconciled"
"WealthSimple Cash","","10/10/2024","Google Youtube G.cohelp","Abonnement: Youtube Premium","Abonnement","Youtube Premium","",14.94$,0.00$,"Reconciled"
"🚨 Fonds d'urgence","","10/10/2024","Reconciliation Balance Adjustment","Inflow: Ready to Assign","Inflow","Ready to Assign","Entered automatically by YNAB",0.29$,0.00$,"Reconciled"
"WealthSimple Cash","","10/10/2024","Reconciliation Balance Adjustment","Inflow: Ready to Assign","Inflow","Ready to Assign","Entered automatically by YNAB",0.00$,0.95$,"Reconciled"
"WealthSimple Cash","","09/10/2024","Depanneur BT","Dépense Non Obligatoire: 🏪 Dépanneur","Dépense Non Obligatoire","🏪 Dépanneur","",134.61$,0.00$,"Reconciled"
"WealthSimple Cash","","09/10/2024","PATREONIREL M 35314369001","Abonnement: Patreon","Abonnement","Patreon","",8.62$,0.00$,"Reconciled"
"WealthSimple Cash","","09/10/2024","Reçu de Katherine","Inflow: Ready to Assign","Inflow","Ready to Assign","",0.00$,45.00$,"Reconciled"
"WealthSimple Cash","","09/10/2024","Paye Arbec","Inflow: Ready to Assign","Inflow","Ready to Assign","",0.00$,820.65$,"Reconciled"
"WealthSimple Cash","","07/10/2024","Depanneur Pentecote","Dépense Non Obligatoire: 🏪 Dépanneur","Dépense Non Obligatoire","🏪 Dépanneur","",53.85$,0.00$,"Reconciled"
"WealthSimple Cash","","07/10/2024","Amazon Prime","Abonnement: Amazon Prime","Abonnement","Amazon Prime","",11.49$,0.00$,"Reconciled"
"WealthSimple Cash","","07/10/2024","Chomage","Inflow: Ready to Assign","Inflow","Ready to Assign","",0.00$,1134.00$,"Reconciled"
"WealthSimple Cash","","04/10/2024","Irving Port-Cartier","Dépense Non Obligatoire: 🏪 Dépanneur","Dépense Non Obligatoire","🏪 Dépanneur","",29.98$,0.00$,"Reconciled"
"🚨 Fonds d'urgence","","04/10/2024","Reconciliation Balance Adjustment","Inflow: Ready to Assign","Inflow","Ready to Assign","Entered automatically by YNAB",0.00$,1.61$,"Reconciled"
"WealthSimple Cash","","03/10/2024","Reconciliation Balance Adjustment","Inflow: Ready to Assign","Inflow","Ready to Assign","Entered automatically by YNAB",0.00$,2.68$,"Reconciled"
"WealthSimple Cash","","03/10/2024","Reçu de Katherine","Inflow: Ready to Assign","Inflow","Ready to Assign","",0.00$,300.00$,"Reconciled"
"Principal","","02/10/2024","Payment /DELL FINANCIAL SERVICES","Dépense Obligatoire: 🖥️ Dell","Dépense Obligatoire","🖥️ Dell","",15.00$,0.00$,"Reconciled"
"WealthSimple Cash","","01/10/2024","Transfer : Principal","","","","",80.00$,0.00$,"Reconciled"
"WealthSimple Cash","","01/10/2024","Irving Port-Cartier","Dépense Non Obligatoire: ⛽ Gaz","Dépense Non Obligatoire","⛽ Gaz","",40.04$,0.00$,"Reconciled"
"WealthSimple Cash","","01/10/2024","PATREONIREL M 35314369001","Abonnement: Patreon","Abonnement","Patreon","",16.67$,0.00$,"Reconciled"
"WealthSimple Cash","","01/10/2024","Google Play Store","Dépense Irrégulière: Autre Non Credit","Dépense Irrégulière","Autre Non Credit","",4.59$,0.00$,"Reconciled"
"WealthSimple Cash","","01/10/2024","Transfer : Principal","","","","",1.00$,0.00$,"Reconciled"
"Principal","","01/10/2024","Insufficient funds - Make a deposit /DELL FINANCIAL SERVIC (15.00$)","Dépense Irrégulière: Autre Non Credit","Dépense Irrégulière","Autre Non Credit","",0.01$,0.00$,"Reconciled"
"Principal","","01/10/2024","Reimbursement of fees","Inflow: Ready to Assign","Inflow","Ready to Assign","",0.00$,0.01$,"Reconciled"
"Principal","","01/10/2024","Transfer : WealthSimple Cash","","","","",0.00$,1.00$,"Reconciled"
"WealthSimple Cash","","01/10/2024","WealthSimple interet","Inflow: Ready to Assign","Inflow","Ready to Assign","",0.00$,2.60$,"Reconciled"
"Principal","","01/10/2024","Transfer : WealthSimple Cash","","","","",0.00$,80.00$,"Reconciled"
"WealthSimple Cash","","30/09/2024","Paiement Loyer Papa","Dépense Obligatoire: 🏠 Loyer","Dépense Obligatoire","🏠 Loyer","",600.00$,0.00$,"Reconciled"
"WealthSimple Cash","","30/09/2024","Payment /BENEVA","Dépense Obligatoire: 🏚️ Assurance Maison","Dépense Obligatoire","🏚️ Assurance Maison","",234.35$,0.00$,"Reconciled"
"Principal","","30/09/2024","Fixed service charges","Dépense Obligatoire: 🏦 Frais Desjardins","Dépense Obligatoire","🏦 Frais Desjardins","",15.95$,0.00$,"Reconciled"
"WealthSimple Cash","","29/09/2024","Amazon","Dépense Non Obligatoire: 🛒 Amazon","Dépense Non Obligatoire","🛒 Amazon","",49.99$,0.00$,"Reconciled"
"WealthSimple Cash","","29/09/2024","Reçu de Katherine","Inflow: Ready to Assign","Inflow","Ready to Assign","",0.00$,100.00$,"Reconciled"
"WealthSimple Cash","","28/09/2024","Oeufrier","Dépense Non Obligatoire: 👩‍🍳 Restaurant","Dépense Non Obligatoire","👩‍🍳 Restaurant","",57.91$,0.00$,"Reconciled"
"WealthSimple Cash","","28/09/2024","Tim Horton","Dépense Non Obligatoire: 👩‍🍳 Restaurant","Dépense Non Obligatoire","👩‍🍳 Restaurant","",11.45$,0.00$,"Reconciled"
"WealthSimple Cash","","28/09/2024","Reconciliation Balance Adjustment","Inflow: Ready to Assign","Inflow","Ready to Assign","Entered automatically by YNAB",0.00$,0.27$,"Reconciled"
"WealthSimple Cash","","27/09/2024","Depanneur BT","Dépense Non Obligatoire: 🏪 Dépanneur","Dépense Non Obligatoire","🏪 Dépanneur","",70.84$,0.00$,"Reconciled"
"WealthSimple Cash","","27/09/2024","Normandin","Dépense Non Obligatoire: 👩‍🍳 Restaurant","Dépense Non Obligatoire","👩‍🍳 Restaurant","",63.14$,0.00$,"Reconciled"
"WealthSimple Cash","","27/09/2024","Traverse","Dépense Irrégulière: Autre Non Credit","Dépense Irrégulière","Autre Non Credit","",15.53$,0.00$,"Reconciled"
"WealthSimple Cash","","27/09/2024","Reconciliation Balance Adjustment","Inflow: Ready to Assign","Inflow","Ready to Assign","Entered automatically by YNAB",4.10$,0.00$,"Reconciled"
"WealthSimple Cash","","26/09/2024","Bell","Dépense Obligatoire: 📱 Cellulaire","Dépense Obligatoire","📱 Cellulaire","",104.35$,0.00$,"Reconciled"
"WealthSimple Cash","","25/09/2024","YNAB","Abonnement: YNAB","Abonnement","YNAB","",20.20$,0.00$,"Reconciled"
"WealthSimple Cash","","24/09/2024","Steam","Dépense Irrégulière: Autre Non Credit","Dépense Irrégulière","Autre Non Credit","",11.48$,0.00$,"Reconciled"
"WealthSimple Cash","","23/09/2024","Steam","Dépense Irrégulière: Autre Non Credit","Dépense Irrégulière","Autre Non Credit","",25.27$,0.00$,"Reconciled"
"WealthSimple Cash","","23/09/2024","Chomage","Inflow: Ready to Assign","Inflow","Ready to Assign","",0.00$,481.00$,"Reconciled"
"WealthSimple Cash","","21/09/2024","Gravl","Dépense Irrégulière: Autre Non Credit","Dépense Irrégulière","Autre Non Credit","",14.94$,0.00$,"Reconciled"
"WealthSimple Cash","","20/09/2024","Super C","Dépense Obligatoire: 🍲 Epicerie","Dépense Obligatoire","🍲 Epicerie","",360.88$,0.00$,"Reconciled"
"WealthSimple Cash","","20/09/2024","Irving Port-Cartier","Dépense Non Obligatoire: 🚬 Cigarette","Dépense Non Obligatoire","🚬 Cigarette","",147.15$,0.00$,"Reconciled"
"Principal","","20/09/2024","Money transfer sent to /Maman /","Dépense Obligatoire: 🍲 Epicerie","Dépense Obligatoire","🍲 Epicerie","",25.80$,0.00$,"Reconciled"
"WealthSimple Cash","","20/09/2024","Blizzard","Dépense Irrégulière: Autre Non Credit","Dépense Irrégulière","Autre Non Credit","",21.83$,0.00$,"Reconciled"
"Principal","","20/09/2024","Payment /DESJARDINS FIN. SECUR.","Dépense Obligatoire: 🏦 Frais Assurance Desjardins","Dépense Obligatoire","🏦 Frais Assurance Desjardins","",9.95$,0.00$,"Reconciled"
"WealthSimple Cash","","20/09/2024","Irving Port-Cartier","Dépense Non Obligatoire: 🏪 Dépanneur","Dépense Non Obligatoire","🏪 Dépanneur","",9.05$,0.00$,"Reconciled"
"WealthSimple Cash","","19/09/2024","Depanneur BT","Dépense Non Obligatoire: 🏪 Dépanneur","Dépense Non Obligatoire","🏪 Dépanneur","",53.71$,0.00$,"Reconciled"
"WealthSimple Cash","","19/09/2024","AFFIRM CANADA VANCOUVER BC","Dépense Obligatoire: Affirm","Dépense Obligatoire","Affirm","",42.88$,0.00$,"Reconciled"
"Principal","","19/09/2024","Payment /DESJARDINS FIN. SECUR.","Dépense Obligatoire: 🏦 Frais Assurance Desjardins","Dépense Obligatoire","🏦 Frais Assurance Desjardins","",15.75$,0.00$,"Reconciled"
"Principal","","18/09/2024","Transfer : Classique Visa Desjardins","","","","",391.12$,0.00$,"Reconciled"
"WealthSimple Cash","","18/09/2024","Transfer : Principal","","","","",390.00$,0.00$,"Reconciled"
"WealthSimple Cash","","18/09/2024","Reconciliation Balance Adjustment","Inflow: Ready to Assign","Inflow","Ready to Assign","Entered automatically by YNAB",0.00$,2.69$,"Reconciled"
"Principal","","18/09/2024","Transfer : WealthSimple Cash","","","","",0.00$,390.00$,"Reconciled"
"Classique Visa Desjardins","","18/09/2024","Transfer : Principal","","","","",0.00$,391.12$,"Reconciled"
"WealthSimple Cash","","18/09/2024","Paye Arbec","Inflow: Ready to Assign","Inflow","Ready to Assign","",0.00$,895.80$,"Reconciled"
"WealthSimple Cash","","17/09/2024","Transfer : Fairstone","Hidden Categories: 📂 Fairstone / Fridge","Hidden Categories","📂 Fairstone / Fridge","",169.09$,0.00$,"Reconciled"
"WealthSimple Cash","","17/09/2024","Money transfer sent to /Katherine /","Dépense Irrégulière:  ❤️ Katherine","Dépense Irrégulière"," ❤️ Katherine","",30.00$,0.00$,"Reconciled"
"WealthSimple Cash","","17/09/2024","Google Play Store","Abonnement: Sleep For Android","Abonnement","Sleep For Android","",22.98$,0.00$,"Reconciled"
"Principal","","17/09/2024","Reconciliation Balance Adjustment","Inflow: Ready to Assign","Inflow","Ready to Assign","Entered automatically by YNAB",20.00$,0.00$,"Reconciled"
"WealthSimple Cash","","17/09/2024","Spred","Dépense Irrégulière: Autre Non Credit","Dépense Irrégulière","Autre Non Credit","",13.60$,0.00$,"Reconciled"
"WealthSimple Cash","","17/09/2024","Depanneur Pentecote","Dépense Non Obligatoire: 🏪 Dépanneur","Dépense Non Obligatoire","🏪 Dépanneur","",8.23$,0.00$,"Reconciled"
"WealthSimple Cash","","17/09/2024","Amazon","Dépense Non Obligatoire: 🛒 Amazon","Dépense Non Obligatoire","🛒 Amazon","",5.97$,0.00$,"Reconciled"
"WealthSimple Cash","","17/09/2024","IES Library","Dépense Irrégulière: Autre Non Credit","Dépense Irrégulière","Autre Non Credit","",1.51$,0.00$,"Reconciled"
"WealthSimple Cash","","17/09/2024","Reconciliation Balance Adjustment","Inflow: Ready to Assign","Inflow","Ready to Assign","Entered automatically by YNAB",0.00$,1.98$,"Reconciled"
"Fairstone","","17/09/2024","Transfer : WealthSimple Cash","","","","",0.00$,169.09$,"Uncleared"
"WealthSimple Cash","","16/09/2024","Amazon","Dépense Non Obligatoire: 🛒 Amazon","Dépense Non Obligatoire","🛒 Amazon","",71.25$,0.00$,"Reconciled"
"Principal","","16/09/2024","Insurance /Compagnie d assurance","Dépense Obligatoire: 🚗 Assurance Auto","Dépense Obligatoire","🚗 Assurance Auto","",58.56$,0.00$,"Reconciled"
"WealthSimple Cash","","16/09/2024","Amazon","Dépense Non Obligatoire: 🛒 Amazon","Dépense Non Obligatoire","🛒 Amazon","",53.34$,0.00$,"Reconciled"
"WealthSimple Cash","","15/09/2024","IGA Port-Cartier","Dépense Obligatoire: 🍲 Epicerie","Dépense Obligatoire","🍲 Epicerie","",144.77$,0.00$,"Reconciled"
"WealthSimple Cash","","15/09/2024","AFFIRM CANADA VANCOUVER BC","Dépense Irrégulière: Autre Non Credit","Dépense Irrégulière","Autre Non Credit","",139.45$,0.00$,"Reconciled"
"WealthSimple Cash","","15/09/2024","ADOBE INC 4029357733","Abonnement: Adobe","Abonnement","Adobe","",14.94$,0.00$,"Reconciled"
"WealthSimple Cash","","14/09/2024","Mcdo","Dépense Non Obligatoire: 👩‍🍳 Restaurant","Dépense Non Obligatoire","👩‍🍳 Restaurant","",43.71$,0.00$,"Reconciled"
"WealthSimple Cash","","12/09/2024","Depanneur BT","Dépense Non Obligatoire: 🏪 Dépanneur","Dépense Non Obligatoire","🏪 Dépanneur","",89.81$,0.00$,"Reconciled"
"WealthSimple Cash","","12/09/2024","Google Play Store","Dépense Irrégulière: Autre Non Credit","Dépense Irrégulière","Autre Non Credit","",17.24$,0.00$,"Reconciled"
"WealthSimple Cash","","12/09/2024","Money transfer sent to /Katherine /","Dépense Irrégulière:  ❤️ Katherine","Dépense Irrégulière"," ❤️ Katherine","",15.30$,0.00$,"Reconciled"
"WealthSimple Cash","","11/09/2024","Blenderkit","Dépense Irrégulière: Autre Non Credit","Dépense Irrégulière","Autre Non Credit","",21.13$,0.00$,"Reconciled"
"WealthSimple Cash","","11/09/2024","Paye Arbec","Inflow: Ready to Assign","Inflow","Ready to Assign","",0.00$,142.82$,"Reconciled"
"WealthSimple Cash","","11/09/2024","Recu de Katherine","Inflow: Ready to Assign","Inflow","Ready to Assign","",0.00$,192.41$,"Reconciled"
